dataset,field,dims,rel_eb,downsample_factor,edt_total_s,edt_round1_s,edt_round2_s,fill_sign_s,neutral_boundary_s,downsample_boundary_s,compensation_stage_s,initial_psnr,initial_ssim,final_psnr,final_ssim,log_file,sparsity,edge_density,skipped,skip_reason,harm_rate,benefit_rate
hurricane,Pf48.bin,100x500x500,1e-2,8,0.209685,0.208649,0.00103635,0.00761388,0.0213087,0.0428739,0.041491,44.815110,0.385721,51.498308,0.824035,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Pf48_bin_eb1e-2_f8.log,0.786069,0.237756,0,,0.149664,0.840648
hurricane,PRECIPf48.bin,100x500x500,1e-3,0,,,,,,,,74.109784,0.172587,74.109784,0.172587,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb1e-3_f0.log,0.0868113,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,1e-3,2,,,,,,,,74.109784,0.172587,74.109784,0.172587,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb1e-3_f2.log,0.0868113,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,1e-3,4,,,,,,,,74.109784,0.172587,74.109784,0.172587,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb1e-3_f4.log,0.0868113,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,1e-3,8,,,,,,,,74.109784,0.172587,74.109784,0.172587,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb1e-3_f8.log,0.0868113,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,5e-3,0,,,,,,,,61.408998,0.111736,61.408998,0.111736,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb5e-3_f0.log,0.0546567,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,5e-3,2,,,,,,,,61.408998,0.111736,61.408998,0.111736,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb5e-3_f2.log,0.0546567,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,5e-3,4,,,,,,,,61.408998,0.111736,61.408998,0.111736,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb5e-3_f4.log,0.0546567,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,5e-3,8,,,,,,,,61.408998,0.111736,61.408998,0.111736,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb5e-3_f8.log,0.0546567,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,1e-2,0,,,,,,,,56.063184,0.081414,56.063184,0.081414,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb1e-2_f0.log,0.0398453,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,1e-2,2,,,,,,,,56.063184,0.081414,56.063184,0.081414,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb1e-2_f2.log,0.0398453,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,1e-2,4,,,,,,,,56.063184,0.081414,56.063184,0.081414,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb1e-2_f4.log,0.0398453,,1,sparsity,0.000000,0.000000
hurricane,PRECIPf48.bin,100x500x500,1e-2,8,,,,,,,,56.063184,0.081414,56.063184,0.081414,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_bin_eb1e-2_f8.log,0.0398453,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,1e-3,0,,,,,,,,79.147707,0.940891,79.147707,0.940891,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb1e-3_f0.log,0.0342081,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,1e-3,2,,,,,,,,79.147707,0.940891,79.147707,0.940891,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb1e-3_f2.log,0.0342081,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,1e-3,4,,,,,,,,79.147707,0.940891,79.147707,0.940891,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb1e-3_f4.log,0.0342081,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,1e-3,8,,,,,,,,79.147707,0.940891,79.147707,0.940891,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb1e-3_f8.log,0.0342081,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,5e-3,0,,,,,,,,65.418675,0.930278,65.418675,0.930278,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb5e-3_f0.log,0.0306312,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,5e-3,2,,,,,,,,65.418675,0.930278,65.418675,0.930278,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb5e-3_f2.log,0.0306312,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,5e-3,4,,,,,,,,65.418675,0.930278,65.418675,0.930278,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb5e-3_f4.log,0.0306312,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,5e-3,8,,,,,,,,65.418675,0.930278,65.418675,0.930278,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb5e-3_f8.log,0.0306312,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,1e-2,0,,,,,,,,59.530910,0.925183,59.530910,0.925183,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb1e-2_f0.log,0.028222,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,1e-2,2,,,,,,,,59.530910,0.925183,59.530910,0.925183,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb1e-2_f2.log,0.028222,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,1e-2,4,,,,,,,,59.530910,0.925183,59.530910,0.925183,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb1e-2_f4.log,0.028222,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.bin,100x500x500,1e-2,8,,,,,,,,59.530910,0.925183,59.530910,0.925183,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_bin_eb1e-2_f8.log,0.028222,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,1e-3,0,,,,,,,,78.254525,0.073380,78.254525,0.073380,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb1e-3_f0.log,0.0331756,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,1e-3,2,,,,,,,,78.254525,0.073380,78.254525,0.073380,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb1e-3_f2.log,0.0331756,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,1e-3,4,,,,,,,,78.254525,0.073380,78.254525,0.073380,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb1e-3_f4.log,0.0331756,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,1e-3,8,,,,,,,,78.254525,0.073380,78.254525,0.073380,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb1e-3_f8.log,0.0331756,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,5e-3,0,,,,,,,,65.587275,0.045637,65.587275,0.045637,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb5e-3_f0.log,0.0202904,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,5e-3,2,,,,,,,,65.587275,0.045637,65.587275,0.045637,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb5e-3_f2.log,0.0202904,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,5e-3,4,,,,,,,,65.587275,0.045637,65.587275,0.045637,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb5e-3_f4.log,0.0202904,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,5e-3,8,,,,,,,,65.587275,0.045637,65.587275,0.045637,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb5e-3_f8.log,0.0202904,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,1e-2,0,,,,,,,,60.229760,0.033109,60.229760,0.033109,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb1e-2_f0.log,0.01413,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,1e-2,2,,,,,,,,60.229760,0.033109,60.229760,0.033109,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb1e-2_f2.log,0.01413,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,1e-2,4,,,,,,,,60.229760,0.033109,60.229760,0.033109,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb1e-2_f4.log,0.01413,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.bin,100x500x500,1e-2,8,,,,,,,,60.229760,0.033109,60.229760,0.033109,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_bin_eb1e-2_f8.log,0.01413,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,1e-3,0,,,,,,,,75.826787,0.943485,75.826787,0.943485,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb1e-3_f0.log,0.0658441,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,1e-3,2,,,,,,,,75.826787,0.943485,75.826787,0.943485,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb1e-3_f2.log,0.0658441,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,1e-3,4,,,,,,,,75.826787,0.943485,75.826787,0.943485,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb1e-3_f4.log,0.0658441,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,1e-3,8,,,,,,,,75.826787,0.943485,75.826787,0.943485,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb1e-3_f8.log,0.0658441,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,5e-3,0,,,,,,,,62.554833,0.900854,62.554833,0.900854,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb5e-3_f0.log,0.0481922,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,5e-3,2,,,,,,,,62.554833,0.900854,62.554833,0.900854,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb5e-3_f2.log,0.0481922,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,5e-3,4,,,,,,,,62.554833,0.900854,62.554833,0.900854,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb5e-3_f4.log,0.0481922,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,5e-3,8,,,,,,,,62.554833,0.900854,62.554833,0.900854,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb5e-3_f8.log,0.0481922,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,1e-2,0,,,,,,,,57.004798,0.877187,57.004798,0.877187,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb1e-2_f0.log,0.0389425,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,1e-2,2,,,,,,,,57.004798,0.877187,57.004798,0.877187,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb1e-2_f2.log,0.0389425,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,1e-2,4,,,,,,,,57.004798,0.877187,57.004798,0.877187,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb1e-2_f4.log,0.0389425,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.bin,100x500x500,1e-2,8,,,,,,,,57.004798,0.877187,57.004798,0.877187,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_bin_eb1e-2_f8.log,0.0389425,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,1e-3,0,,,,,,,,78.322715,0.090843,78.322715,0.090843,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb1e-3_f0.log,0.0355796,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,1e-3,2,,,,,,,,78.322715,0.090843,78.322715,0.090843,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb1e-3_f2.log,0.0355796,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,1e-3,4,,,,,,,,78.322715,0.090843,78.322715,0.090843,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb1e-3_f4.log,0.0355796,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,1e-3,8,,,,,,,,78.322715,0.090843,78.322715,0.090843,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb1e-3_f8.log,0.0355796,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,5e-3,0,,,,,,,,65.246262,0.069258,65.246262,0.069258,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb5e-3_f0.log,0.0254182,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,5e-3,2,,,,,,,,65.246262,0.069258,65.246262,0.069258,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb5e-3_f2.log,0.0254182,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,5e-3,4,,,,,,,,65.246262,0.069258,65.246262,0.069258,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb5e-3_f4.log,0.0254182,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,5e-3,8,,,,,,,,65.246262,0.069258,65.246262,0.069258,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb5e-3_f8.log,0.0254182,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,1e-2,0,,,,,,,,59.713286,0.056137,59.713286,0.056137,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb1e-2_f0.log,0.0201584,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,1e-2,2,,,,,,,,59.713286,0.056137,59.713286,0.056137,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb1e-2_f2.log,0.0201584,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,1e-2,4,,,,,,,,59.713286,0.056137,59.713286,0.056137,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb1e-2_f4.log,0.0201584,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.bin,100x500x500,1e-2,8,,,,,,,,59.713286,0.056137,59.713286,0.056137,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_bin_eb1e-2_f8.log,0.0201584,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,1e-3,0,,,,,,,,74.717408,0.149419,74.717408,0.149419,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb1e-3_f0.log,0.0793087,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,1e-3,2,,,,,,,,74.717408,0.149419,74.717408,0.149419,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb1e-3_f2.log,0.0793087,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,1e-3,4,,,,,,,,74.717408,0.149419,74.717408,0.149419,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb1e-3_f4.log,0.0793087,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,1e-3,8,,,,,,,,74.717408,0.149419,74.717408,0.149419,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb1e-3_f8.log,0.0793087,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,5e-3,0,,,,,,,,61.757795,0.106557,61.757795,0.106557,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb5e-3_f0.log,0.054432,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,5e-3,2,,,,,,,,61.757795,0.106557,61.757795,0.106557,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb5e-3_f2.log,0.054432,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,5e-3,4,,,,,,,,61.757795,0.106557,61.757795,0.106557,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb5e-3_f4.log,0.054432,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,5e-3,8,,,,,,,,61.757795,0.106557,61.757795,0.106557,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb5e-3_f8.log,0.054432,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,1e-2,0,,,,,,,,56.321683,0.084133,56.321683,0.084133,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb1e-2_f0.log,0.0423052,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,1e-2,2,,,,,,,,56.321683,0.084133,56.321683,0.084133,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb1e-2_f2.log,0.0423052,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,1e-2,4,,,,,,,,56.321683,0.084133,56.321683,0.084133,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb1e-2_f4.log,0.0423052,,1,sparsity,0.000000,0.000000
hurricane,QSNOWf48.bin,100x500x500,1e-2,8,,,,,,,,56.321683,0.084133,56.321683,0.084133,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_bin_eb1e-2_f8.log,0.0423052,,1,sparsity,0.000000,0.000000
hurricane,QVAPORf48.bin,100x500x500,1e-3,0,0.391077,0.203481,0.187596,0.00564761,0.0194518,0,0.0128423,65.228531,0.660019,67.390379,0.737145,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb1e-3_f0.log,0.667871,0.587975,0,,0.082076,0.443912
hurricane,QVAPORf48.bin,100x500x500,1e-3,2,0.224975,0.198605,0.0263694,0.00501441,0.0220795,0.0233485,0.0414595,65.228531,0.660019,67.366361,0.736636,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb1e-3_f2.log,0.667871,0.587975,0,,0.081916,0.444072
hurricane,QVAPORf48.bin,100x500x500,1e-3,4,0.200498,0.19623,0.00426712,0.00562263,0.0186498,0.0220947,0.0489595,65.228531,0.660019,67.351676,0.731922,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb1e-3_f4.log,0.667871,0.587975,0,,0.077282,0.448706
hurricane,QVAPORf48.bin,100x500x500,1e-3,8,0.202617,0.201461,0.0011563,0.00475233,0.0194631,0.0219564,0.0413907,65.228531,0.660019,67.344382,0.727717,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb1e-3_f8.log,0.667871,0.587975,0,,0.073985,0.452003
hurricane,QVAPORf48.bin,100x500x500,5e-3,0,0.391968,0.205443,0.186524,0.00467377,0.0206719,0,0.00957634,52.512682,0.516288,53.535863,0.627663,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb5e-3_f0.log,0.562332,0.426849,0,,0.421178,0.289574
hurricane,QVAPORf48.bin,100x500x500,5e-3,2,0.221065,0.194803,0.0262619,0.00596143,0.0212874,0.0271805,0.0415743,52.512682,0.516288,53.519397,0.626540,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb5e-3_f2.log,0.562332,0.426849,0,,0.421501,0.289251
hurricane,QVAPORf48.bin,100x500x500,5e-3,4,0.194098,0.189888,0.00420952,0.00454126,0.0204158,0.0253894,0.0429122,52.512682,0.516288,53.487692,0.621585,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb5e-3_f4.log,0.562332,0.426849,0,,0.414883,0.295869
hurricane,QVAPORf48.bin,100x500x500,5e-3,8,0.19947,0.198195,0.00127438,0.00476868,0.0206825,0.0253481,0.0514816,52.512682,0.516288,53.500138,0.605805,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb5e-3_f8.log,0.562332,0.426849,0,,0.405763,0.304988
hurricane,QVAPORf48.bin,100x500x500,1e-2,0,0.387235,0.198989,0.188245,0.0058753,0.0205749,0,0.00961399,46.770003,0.433618,47.616190,0.568129,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb1e-2_f0.log,0.503216,0.353249,0,,0.476433,0.321482
hurricane,QVAPORf48.bin,100x500x500,1e-2,2,0.223151,0.196318,0.0268321,0.00660555,0.02295,0.0255486,0.044311,46.770003,0.433618,47.605458,0.567158,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb1e-2_f2.log,0.503216,0.353249,0,,0.476503,0.321412
hurricane,QVAPORf48.bin,100x500x500,1e-2,4,0.202457,0.198686,0.0037704,0.00559059,0.0210196,0.0250228,0.0418409,46.770003,0.433618,47.607800,0.562034,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb1e-2_f4.log,0.503216,0.353249,0,,0.470279,0.327637
hurricane,QVAPORf48.bin,100x500x500,1e-2,8,0.198031,0.196941,0.00108964,0.00541078,0.0207527,0.0248269,0.0413562,46.770003,0.433618,47.555725,0.556111,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QVAPORf48_bin_eb1e-2_f8.log,0.503216,0.353249,0,,0.464079,0.333836
hurricane,TCf48.bin,100x500x500,1e-3,0,0.298107,0.151606,0.146501,0.0028563,0.0186009,0,0.0164841,64.788895,0.998102,64.873067,0.998499,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb1e-3_f0.log,0.991416,0.967983,0,,0.011725,0.024856
hurricane,TCf48.bin,100x500x500,1e-3,2,0.180316,0.159256,0.0210606,0.00286253,0.0189748,0.0169166,0.0415576,64.788895,0.998102,64.869983,0.998484,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb1e-3_f2.log,0.991416,0.967983,0,,0.011858,0.024724
hurricane,TCf48.bin,100x500x500,1e-3,4,0.182938,0.179455,0.00348363,0.00312358,0.0188112,0.0159799,0.0437844,64.788895,0.998102,64.871220,0.998488,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb1e-3_f4.log,0.991416,0.967983,0,,0.011596,0.024985
hurricane,TCf48.bin,100x500x500,1e-3,8,0.172217,0.171241,0.000975391,0.00287691,0.0197028,0.0158437,0.0417664,64.788895,0.998102,64.875005,0.998497,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb1e-3_f8.log,0.991416,0.967983,0,,0.011120,0.025461
hurricane,TCf48.bin,100x500x500,5e-3,0,0.365555,0.169159,0.196397,0.00422526,0.0219452,0,0.0095294,50.806895,0.963408,52.030130,0.984133,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb5e-3_f0.log,0.957751,0.892222,0,,0.075256,0.219517
hurricane,TCf48.bin,100x500x500,5e-3,2,0.200998,0.171556,0.0294416,0.00424536,0.0218312,0.0235245,0.0417718,50.806895,0.963408,52.014408,0.983670,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb5e-3_f2.log,0.957751,0.892222,0,,0.075941,0.218832
hurricane,TCf48.bin,100x500x500,5e-3,4,0.190531,0.186258,0.00427303,0.00463033,0.0220703,0.0225483,0.0415258,50.806895,0.963408,52.041748,0.982635,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb5e-3_f4.log,0.957751,0.892222,0,,0.067934,0.226839
hurricane,TCf48.bin,100x500x500,5e-3,8,0.17592,0.17471,0.00120963,0.00456067,0.0222781,0.0226958,0.0513112,50.806895,0.963408,52.050730,0.982070,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb5e-3_f8.log,0.957751,0.892222,0,,0.061395,0.233378
hurricane,TCf48.bin,100x500x500,1e-2,0,0.393792,0.183764,0.210027,0.00479193,0.0211454,0,0.0097574,44.801048,0.899577,49.916175,0.967029,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb1e-2_f0.log,0.920782,0.790107,0,,0.223063,0.614768
hurricane,TCf48.bin,100x500x500,1e-2,2,0.215209,0.186293,0.0289153,0.00441249,0.0207551,0.0311253,0.0437199,44.801048,0.899577,49.785805,0.965914,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb1e-2_f2.log,0.920782,0.790107,0,,0.225878,0.611953
hurricane,TCf48.bin,100x500x500,1e-2,4,0.191176,0.186793,0.00438264,0.00472005,0.0207381,0.0302766,0.0412232,44.801048,0.899577,49.774899,0.962110,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb1e-2_f4.log,0.920782,0.790107,0,,0.212655,0.625176
hurricane,TCf48.bin,100x500x500,1e-2,8,0.184966,0.184016,0.000949253,0.00450002,0.0207595,0.0301626,0.0411031,44.801048,0.899577,49.832365,0.957446,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_TCf48_bin_eb1e-2_f8.log,0.920782,0.790107,0,,0.196101,0.641730
hurricane,Uf48.bin,100x500x500,1e-3,0,0.311586,0.153605,0.157981,0.00328359,0.0218575,0,0.00955353,64.791495,0.995396,64.985800,0.996158,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb1e-3_f0.log,0.988084,0.964736,0,,0.035627,0.069674
