dataset,field,dims,rel_eb,downsample_factor,edt_total_s,edt_round1_s,edt_round2_s,fill_sign_s,neutral_boundary_s,downsample_boundary_s,compensation_stage_s,initial_psnr,initial_ssim,final_psnr,final_ssim,log_file,sparsity,edge_density,skipped,skip_reason,harm_rate,benefit_rate
hurricane,Uf48.bin,100x500x500,1e-3,2,0.17832,0.152991,0.0253293,0.00330248,0.0222278,0.0174232,0.0415474,64.791495,0.995396,64.976962,0.996128,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb1e-3_f2.log,0.988084,0.964736,0,,0.036069,0.069233
hurricane,Uf48.bin,100x500x500,1e-3,4,0.157349,0.153128,0.00422141,0.00326355,0.0222506,0.0167146,0.0415612,64.791495,0.995396,64.985011,0.996163,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb1e-3_f4.log,0.988084,0.964736,0,,0.034950,0.070352
hurricane,Uf48.bin,100x500x500,1e-3,8,0.160507,0.159154,0.00135271,0.00327663,0.0222783,0.0163733,0.0414585,64.791495,0.995396,65.011466,0.996234,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb1e-3_f8.log,0.988084,0.964736,0,,0.032601,0.072700
hurricane,Uf48.bin,100x500x500,5e-3,0,0.462443,0.220379,0.242065,0.00570548,0.0301306,0,0.00954722,50.812437,0.909984,54.498036,0.969971,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb5e-3_f0.log,0.945478,0.716212,0,,0.209535,0.569697
hurricane,Uf48.bin,100x500x500,5e-3,2,0.23259,0.202472,0.0301187,0.00521757,0.029481,0.0408096,0.041583,50.812437,0.909984,54.373474,0.968323,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb5e-3_f2.log,0.945478,0.716212,0,,0.208917,0.570314
hurricane,Uf48.bin,100x500x500,5e-3,4,0.203798,0.199118,0.00467966,0.00529423,0.0296685,0.0398596,0.0459978,50.812437,0.909984,54.405998,0.965322,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb5e-3_f4.log,0.945478,0.716212,0,,0.178948,0.600283
hurricane,Uf48.bin,100x500x500,5e-3,8,0.195954,0.195056,0.000897566,0.00515187,0.0296415,0.0400383,0.0411043,50.812437,0.909984,54.455879,0.964162,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb5e-3_f8.log,0.945478,0.716212,0,,0.160956,0.618276
hurricane,Uf48.bin,100x500x500,1e-2,0,0.44501,0.216488,0.228521,0.00663142,0.0277978,0,0.0095929,44.783027,0.748742,50.168389,0.918907,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb1e-2_f0.log,0.895485,0.466417,0,,0.240234,0.712658
hurricane,Uf48.bin,100x500x500,1e-2,2,0.255878,0.223668,0.0322096,0.00835453,0.0307088,0.0496888,0.0442405,44.783027,0.748742,50.017736,0.916693,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb1e-2_f2.log,0.895485,0.466417,0,,0.241211,0.711682
hurricane,Uf48.bin,100x500x500,1e-2,4,0.235266,0.230779,0.00448689,0.00840391,0.0307671,0.0487607,0.0461212,44.783027,0.748742,49.716627,0.904139,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb1e-2_f4.log,0.895485,0.466417,0,,0.215076,0.737817
hurricane,Uf48.bin,100x500x500,1e-2,8,0.22626,0.225292,0.000968097,0.0076749,0.0296177,0.0477447,0.0410493,44.783027,0.748742,49.356573,0.884477,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Uf48_bin_eb1e-2_f8.log,0.895485,0.466417,0,,0.188483,0.764410
hurricane,Vf48.bin,100x500x500,1e-3,0,0.332478,0.172466,0.160012,0.00335875,0.0222911,0,0.00952259,64.789575,0.995436,65.041994,0.996317,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb1e-3_f0.log,0.988437,0.964618,0,,0.032545,0.070318
hurricane,Vf48.bin,100x500x500,1e-3,2,0.196035,0.169822,0.0262137,0.00338879,0.0245619,0.0172626,0.0414817,64.789575,0.995436,65.034319,0.996289,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb1e-3_f2.log,0.988437,0.964618,0,,0.032930,0.069932
hurricane,Vf48.bin,100x500x500,1e-3,4,0.158011,0.153485,0.00452579,0.00336616,0.0221317,0.0167521,0.0416053,64.789575,0.995436,65.043597,0.996326,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb1e-3_f4.log,0.988437,0.964618,0,,0.031734,0.071128
hurricane,Vf48.bin,100x500x500,1e-3,8,0.15923,0.157858,0.00137193,0.00337348,0.0260991,0.0164001,0.0527368,64.789575,0.995436,65.062800,0.996382,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb1e-3_f8.log,0.988437,0.964618,0,,0.029496,0.073367
hurricane,Vf48.bin,100x500x500,5e-3,0,0.430901,0.194263,0.236638,0.0054855,0.0294557,0,0.00956598,50.815484,0.910867,54.607826,0.971027,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb5e-3_f0.log,0.956578,0.716483,0,,0.201350,0.571391
hurricane,Vf48.bin,100x500x500,5e-3,2,0.224974,0.19546,0.0295144,0.00540175,0.0297172,0.0414277,0.0414822,50.815484,0.910867,54.459362,0.969197,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb5e-3_f2.log,0.956578,0.716483,0,,0.200617,0.572124
hurricane,Vf48.bin,100x500x500,5e-3,4,0.203627,0.19999,0.00363731,0.00559315,0.0294724,0.0405922,0.0413932,50.815484,0.910867,54.445450,0.965492,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb5e-3_f4.log,0.956578,0.716483,0,,0.172615,0.600126
hurricane,Vf48.bin,100x500x500,5e-3,8,0.209548,0.208543,0.00100457,0.00541899,0.032638,0.0400897,0.0490897,50.815484,0.910867,54.481895,0.964372,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb5e-3_f8.log,0.956578,0.716483,0,,0.156481,0.616260
hurricane,Vf48.bin,100x500x500,1e-2,0,0.449094,0.218588,0.230506,0.00665238,0.0279961,0,0.00958678,44.776583,0.753443,50.429339,0.925546,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb1e-2_f0.log,0.913628,0.470708,0,,0.231474,0.720231
hurricane,Vf48.bin,100x500x500,1e-2,2,0.253304,0.224824,0.0284805,0.00736422,0.0275709,0.0492828,0.0415518,44.776583,0.753443,50.244085,0.923093,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb1e-2_f2.log,0.913628,0.470708,0,,0.232901,0.718805
hurricane,Vf48.bin,100x500x500,1e-2,4,0.225168,0.221769,0.00339939,0.00672656,0.0286152,0.0490168,0.041452,44.776583,0.753443,49.863478,0.908938,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb1e-2_f4.log,0.913628,0.470708,0,,0.206027,0.745679
hurricane,Vf48.bin,100x500x500,1e-2,8,0.219322,0.218002,0.00131939,0.00678073,0.0290035,0.0496005,0.0506084,44.776583,0.753443,49.432165,0.887606,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Vf48_bin_eb1e-2_f8.log,0.913628,0.470708,0,,0.182138,0.769568
hurricane,Wf48.bin,100x500x500,1e-3,0,0.373928,0.167758,0.20617,0.00425227,0.0332912,0,0.0167365,64.814406,0.970469,64.753873,0.969617,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb1e-3_f0.log,0.785186,0.922445,0,,0.170711,0.218950
hurricane,Wf48.bin,100x500x500,1e-3,2,0.223531,0.191118,0.0324134,0.00513744,0.0350411,0.0229866,0.0415797,64.814406,0.970469,64.732767,0.969337,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb1e-3_f2.log,0.785186,0.922445,0,,0.170754,0.218907
hurricane,Wf48.bin,100x500x500,1e-3,4,0.16941,0.165162,0.00424783,0.00416619,0.033421,0.0208961,0.0415542,64.814406,0.970469,64.856970,0.971975,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb1e-3_f4.log,0.785186,0.922445,0,,0.159280,0.230381
hurricane,Wf48.bin,100x500x500,1e-3,8,0.178599,0.1774,0.00119906,0.0041131,0.0333163,0.0213956,0.0466569,64.814406,0.970469,65.178629,0.975387,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb1e-3_f8.log,0.785186,0.922445,0,,0.144820,0.244841
hurricane,Wf48.bin,100x500x500,5e-3,0,0.473009,0.232955,0.240054,0.00727584,0.0348236,0,0.00960665,51.458105,0.536115,53.213558,0.622536,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb5e-3_f0.log,0.261306,0.428402,0,,0.376938,0.545930
hurricane,Wf48.bin,100x500x500,5e-3,2,0.263269,0.232389,0.0308802,0.00714122,0.0338316,0.042741,0.0430069,51.458105,0.536115,53.280304,0.623777,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb5e-3_f2.log,0.261306,0.428402,0,,0.372692,0.550175
hurricane,Wf48.bin,100x500x500,5e-3,4,0.232581,0.228597,0.0039843,0.0080504,0.0334117,0.0422938,0.0414702,51.458105,0.536115,53.546830,0.630868,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb5e-3_f4.log,0.261306,0.428402,0,,0.347000,0.575868
hurricane,Wf48.bin,100x500x500,5e-3,8,0.236805,0.235682,0.00112306,0.00798358,0.033546,0.0421633,0.0411439,51.458105,0.536115,53.907071,0.639695,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb5e-3_f8.log,0.261306,0.428402,0,,0.311732,0.611136
hurricane,Wf48.bin,100x500x500,1e-2,0,,,,,,,,47.705588,0.202627,47.705588,0.202627,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb1e-2_f0.log,0.0831004,,1,sparsity,0.000000,0.000000
hurricane,Wf48.bin,100x500x500,1e-2,2,,,,,,,,47.705588,0.202627,47.705588,0.202627,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb1e-2_f2.log,0.0831004,,1,sparsity,0.000000,0.000000
hurricane,Wf48.bin,100x500x500,1e-2,4,,,,,,,,47.705588,0.202627,47.705588,0.202627,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb1e-2_f4.log,0.0831004,,1,sparsity,0.000000,0.000000
hurricane,Wf48.bin,100x500x500,1e-2,8,,,,,,,,47.705588,0.202627,47.705588,0.202627,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_Wf48_bin_eb1e-2_f8.log,0.0831004,,1,sparsity,0.000000,0.000000
hurricane,CLOUDf48.log10.bin,100x500x500,1e-3,0,0.262989,0.191356,0.0716324,0.00501531,0.0134797,0,0.0095798,61.773900,0.999983,61.772871,0.999983,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb1e-3_f0.log,0.116307,0.160399,0,,0.000202,0.000152
hurricane,CLOUDf48.log10.bin,100x500x500,1e-3,2,0.211589,0.20141,0.010179,0.00735626,0.0143702,0.0165811,0.0417303,61.773900,0.999983,61.772855,0.999983,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb1e-3_f2.log,0.116307,0.160399,0,,0.000202,0.000152
hurricane,CLOUDf48.log10.bin,100x500x500,1e-3,4,0.198402,0.195914,0.00248784,0.005109,0.0149815,0.0156415,0.0414652,61.773900,0.999983,61.772833,0.999983,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb1e-3_f4.log,0.116307,0.160399,0,,0.000203,0.000151
hurricane,CLOUDf48.log10.bin,100x500x500,1e-3,8,0.205234,0.204404,0.000830802,0.00556025,0.0180422,0.0154206,0.0421785,61.773900,0.999983,61.772802,0.999983,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb1e-3_f8.log,0.116307,0.160399,0,,0.000203,0.000151
hurricane,CLOUDf48.log10.bin,100x500x500,5e-3,0,0.317876,0.201097,0.116779,0.00506223,0.0159168,0,0.009597,46.638497,0.999594,46.640995,0.999726,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb5e-3_f0.log,0.116307,0.159232,0,,0.005125,0.008067
hurricane,CLOUDf48.log10.bin,100x500x500,5e-3,2,0.217898,0.200958,0.0169407,0.00685839,0.0151189,0.0164918,0.0417274,46.638497,0.999594,46.640516,0.999720,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb5e-3_f2.log,0.116307,0.159232,0,,0.005157,0.008035
hurricane,CLOUDf48.log10.bin,100x500x500,5e-3,4,0.196937,0.193884,0.00305359,0.00513689,0.0151365,0.0157222,0.0415436,46.638497,0.999594,46.640790,0.999727,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb5e-3_f4.log,0.116307,0.159232,0,,0.004991,0.008201
hurricane,CLOUDf48.log10.bin,100x500x500,5e-3,8,0.199637,0.198536,0.00110144,0.00499832,0.0153936,0.0157016,0.041587,46.638497,0.999594,46.641253,0.999730,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb5e-3_f8.log,0.116307,0.159232,0,,0.004847,0.008346
hurricane,CLOUDf48.log10.bin,100x500x500,1e-2,0,0.33096,0.192049,0.13891,0.00496023,0.0169799,0,0.0173861,46.092037,0.998581,46.162729,0.999371,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb1e-2_f0.log,0.116307,0.15434,0,,0.011553,0.021302
hurricane,CLOUDf48.log10.bin,100x500x500,1e-2,2,0.221071,0.201114,0.0199568,0.00683689,0.0190675,0.0171957,0.0415268,46.092037,0.998581,46.158493,0.999342,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb1e-2_f2.log,0.116307,0.15434,0,,0.011592,0.021263
hurricane,CLOUDf48.log10.bin,100x500x500,1e-2,4,0.200647,0.19703,0.00361686,0.00496474,0.0163339,0.0164118,0.0420255,46.092037,0.998581,46.161439,0.999333,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb1e-2_f4.log,0.116307,0.15434,0,,0.010887,0.021968
hurricane,CLOUDf48.log10.bin,100x500x500,1e-2,8,0.199753,0.198661,0.00109233,0.00503602,0.0169074,0.015899,0.0414551,46.092037,0.998581,46.170042,0.999344,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_CLOUDf48_log10_bin_eb1e-2_f8.log,0.116307,0.15434,0,,0.010321,0.022534
hurricane,PRECIPf48.log10.bin,100x500x500,1e-3,0,0.371205,0.165053,0.206152,0.0040656,0.0233344,0,0.00952819,64.766030,0.966049,65.498646,0.984386,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb1e-3_f0.log,0.928428,0.884236,0,,0.097111,0.205171
hurricane,PRECIPf48.log10.bin,100x500x500,1e-3,2,0.192667,0.163125,0.0295422,0.00402426,0.0242154,0.0240093,0.0415345,64.766030,0.966049,65.479875,0.984067,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb1e-3_f2.log,0.928428,0.884236,0,,0.097456,0.204827
hurricane,PRECIPf48.log10.bin,100x500x500,1e-3,4,0.167848,0.163204,0.0046448,0.00434801,0.0248975,0.0231849,0.0416162,64.766030,0.966049,65.505011,0.983225,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb1e-3_f4.log,0.928428,0.884236,0,,0.089524,0.212758
hurricane,PRECIPf48.log10.bin,100x500x500,1e-3,8,0.165579,0.164335,0.0012445,0.00401806,0.0231932,0.0231864,0.041581,64.766030,0.966049,65.567163,0.982985,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb1e-3_f8.log,0.928428,0.884236,0,,0.081849,0.220434
hurricane,PRECIPf48.log10.bin,100x500x500,5e-3,0,0.424459,0.201558,0.222901,0.00750809,0.0314355,0,0.00963859,50.823352,0.774299,52.917402,0.893648,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb5e-3_f0.log,0.771619,0.602174,0,,0.219960,0.475171
hurricane,PRECIPf48.log10.bin,100x500x500,5e-3,2,0.235412,0.203941,0.031471,0.00605343,0.0325133,0.0354325,0.0415185,50.823352,0.774299,52.904455,0.893594,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb5e-3_f2.log,0.771619,0.602174,0,,0.220047,0.475083
hurricane,PRECIPf48.log10.bin,100x500x500,5e-3,4,0.206458,0.20225,0.00420819,0.00656298,0.0311533,0.034381,0.041447,50.823352,0.774299,52.964222,0.889727,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb5e-3_f4.log,0.771619,0.602174,0,,0.205307,0.489824
hurricane,PRECIPf48.log10.bin,100x500x500,5e-3,8,0.204847,0.203845,0.00100264,0.00594001,0.0292384,0.034557,0.0411809,50.823352,0.774299,53.004865,0.876683,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb5e-3_f8.log,0.771619,0.602174,0,,0.186054,0.509077
hurricane,PRECIPf48.log10.bin,100x500x500,1e-2,0,0.445552,0.213102,0.232449,0.00653545,0.0331026,0,0.0096078,45.079630,0.636999,47.432253,0.800317,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb1e-2_f0.log,0.634341,0.447292,0,,0.272184,0.540093
hurricane,PRECIPf48.log10.bin,100x500x500,1e-2,2,0.247548,0.218134,0.029414,0.00730593,0.0304898,0.0385876,0.0415881,45.079630,0.636999,47.447866,0.800956,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb1e-2_f2.log,0.634341,0.447292,0,,0.270296,0.541980
hurricane,PRECIPf48.log10.bin,100x500x500,1e-2,4,0.218318,0.214773,0.00354461,0.00671499,0.0309192,0.0392198,0.0414181,45.079630,0.636999,47.615948,0.798510,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb1e-2_f4.log,0.634341,0.447292,0,,0.253170,0.559106
hurricane,PRECIPf48.log10.bin,100x500x500,1e-2,8,0.221592,0.220642,0.000950556,0.00741915,0.0315608,0.0371007,0.0439979,45.079630,0.636999,47.667591,0.781783,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_PRECIPf48_log10_bin_eb1e-2_f8.log,0.634341,0.447292,0,,0.232162,0.580115
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-3,0,,,,,,,,64.617200,0.999973,64.617200,0.999973,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb1e-3_f0.log,0.0502928,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-3,2,,,,,,,,64.617200,0.999973,64.617200,0.999973,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb1e-3_f2.log,0.0502928,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-3,4,,,,,,,,64.617200,0.999973,64.617200,0.999973,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb1e-3_f4.log,0.0502928,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-3,8,,,,,,,,64.617200,0.999973,64.617200,0.999973,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb1e-3_f8.log,0.0502928,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,5e-3,0,,,,,,,,49.403126,0.999516,49.403126,0.999516,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb5e-3_f0.log,0.0502928,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,5e-3,2,,,,,,,,49.403126,0.999516,49.403126,0.999516,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb5e-3_f2.log,0.0502928,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,5e-3,4,,,,,,,,49.403126,0.999516,49.403126,0.999516,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb5e-3_f4.log,0.0502928,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,5e-3,8,,,,,,,,49.403126,0.999516,49.403126,0.999516,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb5e-3_f8.log,0.0502928,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-2,0,,,,,,,,48.952024,0.998698,48.952024,0.998698,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb1e-2_f0.log,0.0502927,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-2,2,,,,,,,,48.952024,0.998698,48.952024,0.998698,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb1e-2_f2.log,0.0502927,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-2,4,,,,,,,,48.952024,0.998698,48.952024,0.998698,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb1e-2_f4.log,0.0502927,,1,sparsity,0.000000,0.000000
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-2,8,,,,,,,,48.952024,0.998698,48.952024,0.998698,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QCLOUDf48_log10_bin_eb1e-2_f8.log,0.0502927,,1,sparsity,0.000000,0.000000
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-3,0,0.3592,0.160753,0.198447,0.00396631,0.0220157,0,0.00952134,64.943399,0.978489,65.633898,0.990413,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb1e-3_f0.log,0.951214,0.905615,0,,0.073008,0.165416
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-3,2,0.188312,0.159559,0.028753,0.00403176,0.0253419,0.024336,0.0414712,64.943399,0.978489,65.615293,0.990128,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb1e-3_f2.log,0.951214,0.905615,0,,0.073276,0.165149
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-3,4,0.164417,0.159984,0.00443306,0.00406834,0.0252985,0.0213012,0.041539,64.943399,0.978489,65.634517,0.989763,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb1e-3_f4.log,0.951214,0.905615,0,,0.066511,0.171914
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-3,8,0.174942,0.173661,0.00128123,0.0043405,0.0218919,0.0212665,0.0429025,64.943399,0.978489,65.670534,0.989680,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb1e-3_f8.log,0.951214,0.905615,0,,0.060579,0.177845
hurricane,QGRAUPf48.log10.bin,100x500x500,5e-3,0,0.429448,0.207193,0.222255,0.00566582,0.0280634,0,0.0174618,50.999884,0.826125,53.023855,0.923448,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb5e-3_f0.log,0.827681,0.659681,0,,0.192966,0.432596
hurricane,QGRAUPf48.log10.bin,100x500x500,5e-3,2,0.219621,0.188796,0.0308251,0.00544197,0.0273302,0.0325022,0.0416097,50.999884,0.826125,52.995946,0.923073,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb5e-3_f2.log,0.827681,0.659681,0,,0.193772,0.431789
hurricane,QGRAUPf48.log10.bin,100x500x500,5e-3,4,0.191714,0.187612,0.00410267,0.00556074,0.027922,0.0314758,0.0508251,50.999884,0.826125,53.027632,0.918853,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb5e-3_f4.log,0.827681,0.659681,0,,0.180434,0.445127
hurricane,QGRAUPf48.log10.bin,100x500x500,5e-3,8,0.194861,0.193627,0.00123335,0.00734015,0.027127,0.0313585,0.0413332,50.999884,0.826125,53.076923,0.907609,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb5e-3_f8.log,0.827681,0.659681,0,,0.161733,0.463828
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-2,0,0.428231,0.204569,0.223662,0.0060361,0.0281893,0,0.0096338,44.927197,0.682216,46.768679,0.832929,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb1e-2_f0.log,0.660631,0.510931,0,,0.271817,0.486752
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-2,2,0.245836,0.216257,0.0295795,0.0077178,0.0305869,0.0377818,0.0414648,44.927197,0.682216,46.770635,0.832943,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb1e-2_f2.log,0.660631,0.510931,0,,0.271026,0.487543
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-2,4,0.208657,0.204928,0.00372929,0.00622786,0.0284176,0.035399,0.0415263,44.927197,0.682216,46.865691,0.827716,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb1e-2_f4.log,0.660631,0.510931,0,,0.257429,0.501140
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-2,8,0.213047,0.212178,0.000869245,0.00616182,0.0283074,0.0352301,0.0411562,44.927197,0.682216,46.982615,0.806658,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QGRAUPf48_log10_bin_eb1e-2_f8.log,0.660631,0.510931,0,,0.238057,0.520511
hurricane,QICEf48.log10.bin,100x500x500,1e-3,0,,,,,,,,66.669550,0.999953,66.669550,0.999953,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb1e-3_f0.log,0.0935126,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,1e-3,2,,,,,,,,66.669550,0.999953,66.669550,0.999953,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb1e-3_f2.log,0.0935126,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,1e-3,4,,,,,,,,66.669550,0.999953,66.669550,0.999953,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb1e-3_f4.log,0.0935126,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,1e-3,8,,,,,,,,66.669550,0.999953,66.669550,0.999953,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb1e-3_f8.log,0.0935126,,1,sparsity,0.000000,0.000000
