dataset,field,dims,rel_eb,cgeom,geo_scale,harm_rate,benefit_rate,harm_rms,benefit_rms,initial_psnr,initial_ssim,final_psnr,final_ssim,log_file
hurricane,Uf48.bin,100x500x500,5e-3,on,1.00152,0.188244,0.590987,2.074420E-01,2.909260E-01,50.812437,0.909984,54.681214,0.971123,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Uf48_bin_eb5e-3_cgeomon.log
hurricane,Uf48.bin,100x500x500,1e-2,off,,0.241211,0.711682,4.197167E-01,5.832015E-01,44.783027,0.748742,50.017736,0.916693,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Uf48_bin_eb1e-2_cgeomoff.log
hurricane,Uf48.bin,100x500x500,1e-2,on,1.41581,0.216635,0.736257,3.750095E-01,5.685104E-01,44.783027,0.748742,50.441049,0.924963,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Uf48_bin_eb1e-2_cgeomon.log
hurricane,Vf48.bin,100x500x500,1e-3,off,,0.032930,0.069932,6.684131E-02,6.623651E-02,64.789575,0.995436,65.034319,0.996289,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Vf48_bin_eb1e-3_cgeomoff.log
hurricane,Vf48.bin,100x500x500,1e-3,on,0.001221,0.013282,0.089581,2.788094E-03,4.345701E-03,64.789575,0.995436,64.791943,0.995443,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Vf48_bin_eb1e-3_cgeomon.log
hurricane,Vf48.bin,100x500x500,5e-3,off,,0.200617,0.572124,2.309732E-01,3.015513E-01,50.815484,0.910867,54.459362,0.969197,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Vf48_bin_eb5e-3_cgeomoff.log
hurricane,Vf48.bin,100x500x500,5e-3,on,1.00072,0.179892,0.592850,2.072862E-01,2.933278E-01,50.815484,0.910867,54.738521,0.971534,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Vf48_bin_eb5e-3_cgeomon.log
hurricane,Vf48.bin,100x500x500,1e-2,off,,0.232901,0.718805,4.155619E-01,5.891765E-01,44.776583,0.753443,50.244085,0.923093,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Vf48_bin_eb1e-2_cgeomoff.log
hurricane,Vf48.bin,100x500x500,1e-2,on,1.41473,0.208186,0.743519,3.734861E-01,5.743046E-01,44.776583,0.753443,50.620659,0.928956,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Vf48_bin_eb1e-2_cgeomon.log
hurricane,Wf48.bin,100x500x500,1e-3,off,,0.170754,0.218907,1.321540E-02,1.133010E-02,64.814406,0.970469,64.732767,0.969337,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Wf48_bin_eb1e-3_cgeomoff.log
hurricane,Wf48.bin,100x500x500,1e-3,on,0.00156364,0.094756,0.294905,6.209475E-04,8.069386E-04,64.814406,0.970469,64.821861,0.970539,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Wf48_bin_eb1e-3_cgeomon.log
hurricane,Wf48.bin,100x500x500,5e-3,off,,0.372692,0.550175,4.478178E-02,5.080872E-02,51.458105,0.536115,53.280304,0.623777,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Wf48_bin_eb5e-3_cgeomoff.log
hurricane,Wf48.bin,100x500x500,5e-3,on,2.23948,0.358275,0.564592,4.299884E-02,4.983309E-02,51.458105,0.536115,53.510964,0.632551,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Wf48_bin_eb5e-3_cgeomon.log
hurricane,Wf48.bin,100x500x500,1e-2,off,,0.000000,0.000000,0.000000E+00,0.000000E+00,47.705588,0.202627,47.705588,0.202627,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Wf48_bin_eb1e-2_cgeomoff.log
hurricane,Wf48.bin,100x500x500,1e-2,on,,0.000000,0.000000,0.000000E+00,0.000000E+00,47.705588,0.202627,47.705588,0.202627,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_Wf48_bin_eb1e-2_cgeomon.log
hurricane,CLOUDf48.log10.bin,100x500x500,1e-3,off,,0.000202,0.000152,1.100446E-02,7.273522E-03,61.773900,0.999983,61.772855,0.999983,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_CLOUDf48_log10_bin_eb1e-3_cgeomoff.log
hurricane,CLOUDf48.log10.bin,100x500x500,1e-3,on,23.0682,0.000202,0.000152,1.100446E-02,7.273522E-03,61.773900,0.999983,61.772855,0.999983,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_CLOUDf48_log10_bin_eb1e-3_cgeomon.log
hurricane,CLOUDf48.log10.bin,100x500x500,5e-3,off,,0.005157,0.008035,4.172373E-02,3.530855E-02,46.638497,0.999594,46.640516,0.999720,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_CLOUDf48_log10_bin_eb5e-3_cgeomoff.log
hurricane,CLOUDf48.log10.bin,100x500x500,5e-3,on,23.0682,0.005157,0.008035,4.172373E-02,3.530855E-02,46.638497,0.999594,46.640516,0.999720,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_CLOUDf48_log10_bin_eb5e-3_cgeomon.log
hurricane,CLOUDf48.log10.bin,100x500x500,1e-2,off,,0.011592,0.021263,7.235385E-02,6.829414E-02,46.092037,0.998581,46.158493,0.999342,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_CLOUDf48_log10_bin_eb1e-2_cgeomoff.log
hurricane,CLOUDf48.log10.bin,100x500x500,1e-2,on,23.0682,0.011592,0.021263,7.235385E-02,6.829414E-02,46.092037,0.998581,46.158493,0.999342,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_CLOUDf48_log10_bin_eb1e-2_cgeomon.log
hurricane,PRECIPf48.log10.bin,100x500x500,1e-3,off,,0.097456,0.204827,2.295819E-02,2.381847E-02,64.766030,0.966049,65.479875,0.984067,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_PRECIPf48_log10_bin_eb1e-3_cgeomoff.log
hurricane,PRECIPf48.log10.bin,100x500x500,1e-3,on,0.00190726,0.046921,0.255362,1.131868E-03,1.853893E-03,64.766030,0.966049,64.774339,0.966174,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_PRECIPf48_log10_bin_eb1e-3_cgeomon.log
hurricane,PRECIPf48.log10.bin,100x500x500,5e-3,off,,0.220047,0.475083,1.028587E-01,1.157496E-01,50.823352,0.774299,52.904455,0.893594,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_PRECIPf48_log10_bin_eb5e-3_cgeomoff.log
hurricane,PRECIPf48.log10.bin,100x500x500,5e-3,on,1.41481,0.195688,0.499442,9.568876E-02,1.108535E-01,50.823352,0.774299,53.113455,0.901765,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_PRECIPf48_log10_bin_eb5e-3_cgeomon.log
hurricane,PRECIPf48.log10.bin,100x500x500,1e-2,off,,0.270296,0.541980,1.953808E-01,2.233871E-01,45.079630,0.636999,47.447866,0.800956,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_PRECIPf48_log10_bin_eb1e-2_cgeomoff.log
hurricane,PRECIPf48.log10.bin,100x500x500,1e-2,on,3.0048,0.249749,0.562528,1.889000E-01,2.173871E-01,45.079630,0.636999,47.629333,0.815013,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_PRECIPf48_log10_bin_eb1e-2_cgeomon.log
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-3,off,,0.000000,0.000000,0.000000E+00,0.000000E+00,64.617200,0.999973,64.617200,0.999973,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QCLOUDf48_log10_bin_eb1e-3_cgeomoff.log
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-3,on,,0.000000,0.000000,0.000000E+00,0.000000E+00,64.617200,0.999973,64.617200,0.999973,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QCLOUDf48_log10_bin_eb1e-3_cgeomon.log
hurricane,QCLOUDf48.log10.bin,100x500x500,5e-3,off,,0.000000,0.000000,0.000000E+00,0.000000E+00,49.403126,0.999516,49.403126,0.999516,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QCLOUDf48_log10_bin_eb5e-3_cgeomoff.log
hurricane,QCLOUDf48.log10.bin,100x500x500,5e-3,on,,0.000000,0.000000,0.000000E+00,0.000000E+00,49.403126,0.999516,49.403126,0.999516,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QCLOUDf48_log10_bin_eb5e-3_cgeomon.log
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-2,off,,0.000000,0.000000,0.000000E+00,0.000000E+00,48.952024,0.998698,48.952024,0.998698,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QCLOUDf48_log10_bin_eb1e-2_cgeomoff.log
hurricane,QCLOUDf48.log10.bin,100x500x500,1e-2,on,,0.000000,0.000000,0.000000E+00,0.000000E+00,48.952024,0.998698,48.952024,0.998698,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QCLOUDf48_log10_bin_eb1e-2_cgeomon.log
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-3,off,,0.073276,0.165149,2.201452E-02,2.388979E-02,64.943399,0.978489,65.615293,0.990128,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QGRAUPf48_log10_bin_eb1e-3_cgeomoff.log
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-3,on,0.00156364,0.033089,0.205337,9.642693E-04,1.693942E-03,64.943399,0.978489,64.949320,0.978560,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QGRAUPf48_log10_bin_eb1e-3_cgeomon.log
hurricane,QGRAUPf48.log10.bin,100x500x500,5e-3,off,,0.193772,0.431789,1.024761E-01,1.156882E-01,50.999884,0.826125,52.995946,0.923073,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QGRAUPf48_log10_bin_eb5e-3_cgeomoff.log
hurricane,QGRAUPf48.log10.bin,100x500x500,5e-3,on,1.0022,0.162584,0.462978,9.223442E-02,1.084621E-01,50.999884,0.826125,53.217577,0.926677,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QGRAUPf48_log10_bin_eb5e-3_cgeomon.log
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-2,off,,0.271026,0.487543,2.083728E-01,2.309104E-01,44.927197,0.682216,46.770635,0.832943,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QGRAUPf48_log10_bin_eb1e-2_cgeomoff.log
hurricane,QGRAUPf48.log10.bin,100x500x500,1e-2,on,2.45531,0.257356,0.501212,1.859013E-01,2.246812E-01,44.927197,0.682216,47.137585,0.848117,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QGRAUPf48_log10_bin_eb1e-2_cgeomon.log
hurricane,QICEf48.log10.bin,100x500x500,1e-3,off,,0.000000,0.000000,0.000000E+00,0.000000E+00,66.669550,0.999953,66.669550,0.999953,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QICEf48_log10_bin_eb1e-3_cgeomoff.log
hurricane,QICEf48.log10.bin,100x500x500,1e-3,on,,0.000000,0.000000,0.000000E+00,0.000000E+00,66.669550,0.999953,66.669550,0.999953,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QICEf48_log10_bin_eb1e-3_cgeomon.log
hurricane,QICEf48.log10.bin,100x500x500,5e-3,off,,0.000000,0.000000,0.000000E+00,0.000000E+00,47.273350,0.998961,47.273350,0.998961,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QICEf48_log10_bin_eb5e-3_cgeomoff.log
hurricane,QICEf48.log10.bin,100x500x500,5e-3,on,,0.000000,0.000000,0.000000E+00,0.000000E+00,47.273350,0.998961,47.273350,0.998961,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QICEf48_log10_bin_eb5e-3_cgeomon.log
hurricane,QICEf48.log10.bin,100x500x500,1e-2,off,,0.000000,0.000000,0.000000E+00,0.000000E+00,46.761185,0.996765,46.761185,0.996765,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QICEf48_log10_bin_eb1e-2_cgeomoff.log
hurricane,QICEf48.log10.bin,100x500x500,1e-2,on,,0.000000,0.000000,0.000000E+00,0.000000E+00,46.761185,0.996765,46.761185,0.996765,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QICEf48_log10_bin_eb1e-2_cgeomon.log
hurricane,QRAINf48.log10.bin,100x500x500,1e-3,off,,0.071908,0.165836,2.122826E-02,2.370790E-02,64.847768,0.963809,65.530238,0.985189,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QRAINf48_log10_bin_eb1e-3_cgeomoff.log
hurricane,QRAINf48.log10.bin,100x500x500,1e-3,on,0.00259588,0.033851,0.203871,1.126748E-03,2.118329E-03,64.847768,0.963809,64.856833,0.963972,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QRAINf48_log10_bin_eb1e-3_cgeomon.log
hurricane,QRAINf48.log10.bin,100x500x500,5e-3,off,,0.195159,0.400356,1.076839E-01,1.178040E-01,50.869996,0.811544,52.513936,0.912572,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QRAINf48_log10_bin_eb5e-3_cgeomoff.log
hurricane,QRAINf48.log10.bin,100x500x500,5e-3,on,1.00265,0.168949,0.426567,9.269756E-02,1.091551E-01,50.869996,0.811544,52.723866,0.909898,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QRAINf48_log10_bin_eb5e-3_cgeomon.log
hurricane,QRAINf48.log10.bin,100x500x500,1e-2,off,,0.261845,0.455903,2.223260E-01,2.332931E-01,44.930531,0.698337,46.413916,0.837128,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QRAINf48_log10_bin_eb1e-2_cgeomoff.log
hurricane,QRAINf48.log10.bin,100x500x500,1e-2,on,2.45465,0.249932,0.467817,1.887742E-01,2.261346E-01,44.930531,0.698337,46.909825,0.856340,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QRAINf48_log10_bin_eb1e-2_cgeomon.log
hurricane,QSNOWf48.log10.bin,100x500x500,1e-3,off,,0.071907,0.161966,2.238061E-02,2.327772E-02,64.898184,0.975831,65.513674,0.988777,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QSNOWf48_log10_bin_eb1e-3_cgeomoff.log
hurricane,QSNOWf48.log10.bin,100x500x500,1e-3,on,0.00172676,0.033685,0.200189,1.061702E-03,1.734253E-03,64.898184,0.975831,64.904445,0.975912,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QSNOWf48_log10_bin_eb1e-3_cgeomon.log
hurricane,QSNOWf48.log10.bin,100x500x500,5e-3,off,,0.218300,0.430590,9.925307E-02,1.113546E-01,51.010230,0.827444,52.766715,0.917856,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QSNOWf48_log10_bin_eb5e-3_cgeomoff.log
hurricane,QSNOWf48.log10.bin,100x500x500,5e-3,on,1.00216,0.182818,0.466073,8.943844E-02,1.043897E-01,51.010230,0.827444,53.067280,0.924277,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QSNOWf48_log10_bin_eb5e-3_cgeomon.log
hurricane,QSNOWf48.log10.bin,100x500x500,1e-2,off,,0.341276,0.441363,2.203641E-01,2.234649E-01,44.769350,0.683825,45.401933,0.802598,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QSNOWf48_log10_bin_eb1e-2_cgeomoff.log
hurricane,QSNOWf48.log10.bin,100x500x500,1e-2,on,3.0032,0.328080,0.454559,1.838869E-01,2.189546E-01,44.769350,0.683825,46.107741,0.830146,/home/jp/git/posterization_mitigation/script/pareto_cgeom_logs/hurricane_QSNOWf48_log10_bin_eb1e-2_cgeomon.log
